url,lat,long,district,neighborhood
https://live.staticflickr.com/7004/6426013999_e6595fa88b.jpg,41.387945,2.169617,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/65535/48101987562_85675c3513.jpg,41.387774,2.158255,Eixample,"l'Antiga Esquerra de l'Eixample
"
https://live.staticflickr.com/7032/6411874515_4e15728478.jpg,41.428521,2.131905,Horta-Guinardó,"els Barris de la Vall d'Hebron




"
https://live.staticflickr.com/7032/6425873733_fe44398757.jpg,41.386774,2.175292,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera
"
https://live.staticflickr.com/7019/6411852115_4fa445ee5a.jpg,41.416856,2.121648,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova i el Putget
https://live.staticflickr.com/7015/6418425397_5ece22d9f1.jpg,41.387543,2.169263,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/7012/6411763601_a39885d1e4.jpg,41.397213,2.15862,Gràcia,"la Vila de Gràcia
"
https://live.staticflickr.com/5466/7409803870_c461b3db4b.jpg,41.385719,2.170049,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/8149/7407925866_3996584472.jpg,41.387499,2.167396,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/7140/7414335632_28ab987b0b.jpg,41.385719,2.170049,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/7272/7414336404_1a49f1f9e2.jpg,41.38737,2.169456,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/7265/7414336048_f4d7cd7ba5.jpg,41.387241,2.169799,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/7861/32624839158_e2c4cc2508.jpg,41.383337,2.176365,Ciutat Vella,"el Barri Gòtic
"
https://live.staticflickr.com/3688/9475608054_7e6ec837a7.jpg,41.372557,2.178554,Ciutat Vella,"el Raval
"
https://live.staticflickr.com/7924/32665446808_176225ea7f.jpg,41.384456,2.175529,Ciutat Vella,"el Barri Gòtic
"
https://live.staticflickr.com/2086/2518958385_0b6b56838a.jpg,41.386975,2.171237,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/8325/8115919279_758d392c6b.jpg,41.385719,2.170049,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/7265/6895806104_55f939b8bd.jpg,41.385719,2.170049,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/5013/5520093220_05d4887698.jpg,41.388722,2.127356,Les Corts,"les Corts
"
https://live.staticflickr.com/5020/5519503969_dff23dd257.jpg,41.388722,2.127356,Les Corts,"les Corts
"
https://live.staticflickr.com/5171/5520093544_60208ba7d9.jpg,41.388722,2.127356,Les Corts,"les Corts
"
https://live.staticflickr.com/5172/5519503547_686dbe566c.jpg,41.388722,2.127356,Les Corts,"les Corts
"
https://live.staticflickr.com/4063/5127045957_f5fab31dd3.jpg,41.385719,2.170049,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/8088/8421354060_645cf0a1cc.jpg,41.385719,2.170049,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/2747/4298484902_4ab21a2f09.jpg,41.447294,2.178972,Nou Barris,"Canyelles, les Roquetes i la Trinitat Nova


"
https://live.staticflickr.com/147/432286010_6e6f00b7a4.jpg,41.41379,2.190109,Sant Martí,"el Clot i el Camp de l'Arpa

"
https://live.staticflickr.com/5518/10727052604_0a3bb3de4e.jpg,41.387466,2.164807,Eixample,"l'Antiga Esquerra de l'Eixample
"
https://live.staticflickr.com/2813/10727041186_fc6fa329bd.jpg,41.376261,2.177338,Ciutat Vella,"el Barri Gòtic
"
https://live.staticflickr.com/3692/10727038256_7cb78d9300.jpg,41.376261,2.177338,Ciutat Vella,"el Barri Gòtic
"
https://live.staticflickr.com/7320/10727033496_131419a1e3.jpg,41.376261,2.177338,Ciutat Vella,"el Barri Gòtic
"
https://live.staticflickr.com/2811/10727257073_30ccfbae07.jpg,41.387466,2.164807,Eixample,"l'Antiga Esquerra de l'Eixample
"
https://live.staticflickr.com/2865/10758978444_19d7034870.jpg,41.414205,2.133058,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova i el Putget
https://live.staticflickr.com/3712/10758959206_da92c02af1.jpg,41.416244,2.131347,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova i el Putget
https://live.staticflickr.com/5517/10758979984_1e85d2475b.jpg,41.414205,2.133058,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova i el Putget
https://live.staticflickr.com/7419/10727050586_2e6e3f6344.jpg,41.390944,2.162318,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/7350/10758881405_86fd11422c.jpg,41.411791,2.135869,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova i el Putget
https://live.staticflickr.com/2871/10690101725_3a8a7be1ba.jpg,41.392408,2.182838,Eixample,el Fort Pienc
https://live.staticflickr.com/2890/10759172993_7cf05f0d79.jpg,41.415026,2.129861,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova i el Putget
https://live.staticflickr.com/3821/10979244024_96e09483b5.jpg,41.398193,2.209106,Sant Martí,"el Poblenou i Diagonal Mar

"
https://live.staticflickr.com/5539/10979142076_19c55a32e6.jpg,41.398193,2.209106,Sant Martí,"el Poblenou i Diagonal Mar

"
https://live.staticflickr.com/3832/10979133266_a410001683.jpg,41.398193,2.209106,Sant Martí,"el Poblenou i Diagonal Mar

"
https://live.staticflickr.com/5511/10979247834_29cb24490f.jpg,41.398193,2.209106,Sant Martí,"el Poblenou i Diagonal Mar

"
https://live.staticflickr.com/5513/10979042365_a6650ddde0.jpg,41.398193,2.209106,Sant Martí,"el Poblenou i Diagonal Mar

"
https://live.staticflickr.com/5528/10979245064_f981507469.jpg,41.398193,2.209106,Sant Martí,"el Poblenou i Diagonal Mar

"
https://live.staticflickr.com/3714/10979234144_13dc6ff02f.jpg,41.398193,2.209106,Sant Martí,"el Poblenou i Diagonal Mar

"
https://live.staticflickr.com/2892/10979240224_05b4cfa51c.jpg,41.398193,2.209106,Sant Martí,"el Poblenou i Diagonal Mar

"
https://live.staticflickr.com/7331/10556409553_e2b51a4c51.jpg,41.399476,2.124486,Sarrià-Sant Gervasi,Sarrià i les Tres Torres
https://live.staticflickr.com/2845/10556153555_4ec85a9067.jpg,41.399476,2.124486,Sarrià-Sant Gervasi,Sarrià i les Tres Torres
https://live.staticflickr.com/5515/10690103005_39b8237aee.jpg,41.392408,2.182838,Eixample,el Fort Pienc
https://live.staticflickr.com/7458/10690144974_9daac6ee98.jpg,41.392408,2.182838,Eixample,el Fort Pienc
https://live.staticflickr.com/5507/10727265393_b92baf4831.jpg,41.374908,2.150216,Sants-Montjuïc,"el Poble Sec i Montjuïc

"
https://live.staticflickr.com/5499/10727059054_bd19b7951f.jpg,41.375681,2.1491,Eixample,la Nova Esquerra de l'Eixample
https://live.staticflickr.com/3689/10727268353_f92d3c51ff.jpg,41.374908,2.150216,Sants-Montjuïc,"el Poble Sec i Montjuïc

"
https://live.staticflickr.com/65535/12133410706_9236fcd721.jpg,41.421928,2.193969,Sant Andreu,"la Sagrera, el Congrés i Navas


"
https://live.staticflickr.com/65535/12132735225_a1041d8a9d.jpg,41.421928,2.193969,Sant Andreu,"la Sagrera, el Congrés i Navas


"
https://live.staticflickr.com/7319/12133000733_04b9abee6b.jpg,41.421928,2.193969,Sant Andreu,"la Sagrera, el Congrés i Navas


"
https://live.staticflickr.com/5506/12133155724_53e4237efa.jpg,41.421928,2.193969,Sant Andreu,"la Sagrera, el Congrés i Navas


"
https://live.staticflickr.com/65535/50179166126_1a506809f2.jpg,41.381434,2.155047,Eixample,la Nova Esquerra de l'Eixample
https://live.staticflickr.com/65535/50179416562_104be2174f.jpg,41.381434,2.155047,Eixample,la Nova Esquerra de l'Eixample
https://live.staticflickr.com/5014/5520151476_c1d8ca5e88.jpg,41.369111,2.155723,Sants-Montjuïc,"el Poble Sec i Montjuïc

"
https://live.staticflickr.com/5218/5520151270_9d38033fb6.jpg,41.368821,2.155637,Sants-Montjuïc,"el Poble Sec i Montjuïc

"
https://live.staticflickr.com/5172/5519562021_e61e3a92c2.jpg,41.368821,2.155637,Sants-Montjuïc,"el Poble Sec i Montjuïc

"
https://live.staticflickr.com/5055/5520151042_4a872e70ea.jpg,41.369111,2.155723,Sants-Montjuïc,"el Poble Sec i Montjuïc

"
https://live.staticflickr.com/5098/5519561579_7bdd288a56.jpg,41.36639,2.151517,Sants-Montjuïc,"el Poble Sec i Montjuïc

"
https://live.staticflickr.com/5134/5519791411_5a9612ca07.jpg,41.36639,2.151517,Sants-Montjuïc,"el Poble Sec i Montjuïc

"
https://live.staticflickr.com/5482/11824059696_c6fb1d6cce.jpg,41.36639,2.151517,Sants-Montjuïc,"el Poble Sec i Montjuïc

"
https://live.staticflickr.com/3796/11823561223_70f200a1e4.jpg,41.36639,2.151517,Sants-Montjuïc,"el Poble Sec i Montjuïc

"
https://live.staticflickr.com/3681/11823557443_60678a80bd.jpg,41.369052,2.155839,Sants-Montjuïc,"el Poble Sec i Montjuïc

"
https://live.staticflickr.com/3756/11823711204_b2902bde4b.jpg,41.36639,2.151517,Sants-Montjuïc,"el Poble Sec i Montjuïc

"
https://live.staticflickr.com/8515/8506874017_41f7ea61ef.jpg,41.385719,2.170049,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/3147/2791852351_7cf764c3bc.jpg,41.39533,2.16172,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/2003/2511283724_fff2efd7ae.jpg,41.403692,2.174177,Eixample,la Sagrada Família
https://live.staticflickr.com/5205/5218462251_c512e725e1.jpg,41.375774,2.177771,Ciutat Vella,"el Barri Gòtic
"
https://live.staticflickr.com/3278/2958685273_873944d068.jpg,41.369369,2.148513,Sants-Montjuïc,"el Poble Sec i Montjuïc

"
https://live.staticflickr.com/7300/12901048183_96a1f07d05.jpg,41.392367,2.169525,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/1282/1187468883_40810b0d9a.jpg,41.385873,2.183822,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera
"
https://live.staticflickr.com/108/299029067_3a2a7319c6.jpg,41.388931,2.169595,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/116/299029163_c32f7949c1.jpg,41.387233,2.169917,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/4008/4257293127_de9775f0cb.jpg,41.403547,2.174305,Eixample,la Sagrada Família
https://live.staticflickr.com/2532/4124010607_b1ceb6c030.jpg,41.385723,2.170046,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/4072/4427549932_1cd95c9489.jpg,41.385719,2.170049,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/226/508147095_6bbd028e69.jpg,41.38444,2.113194,Les Corts,"la Maternitat i Sant Ramon
"
https://live.staticflickr.com/3287/2958995661_ea8091af3a.jpg,41.385719,2.170049,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/3221/2959031863_3046a63bc6.jpg,41.385719,2.170049,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/3788/9119579148_afab465269.jpg,41.396215,2.146164,Sarrià-Sant Gervasi,"Sarrià, les Tres Torres i Vallvidrera


"
https://live.staticflickr.com/5545/9117353559_9326e923fd.jpg,41.396215,2.146164,Sarrià-Sant Gervasi,"Sarrià, les Tres Torres i Vallvidrera


"
https://live.staticflickr.com/7446/9119583086_f9b07cdb08.jpg,41.396215,2.146164,Sarrià-Sant Gervasi,"Sarrià, les Tres Torres i Vallvidrera


"
https://live.staticflickr.com/7322/9119580926_3302dbc7b8.jpg,41.396215,2.146164,Sarrià-Sant Gervasi,"Sarrià, les Tres Torres i Vallvidrera


"
https://live.staticflickr.com/3804/9117345821_149c6d10e6.jpg,41.379031,2.174868,Ciutat Vella,"el Raval
"
https://live.staticflickr.com/3704/9117352959_c883df3c47.jpg,41.396215,2.146164,Sarrià-Sant Gervasi,"Sarrià, les Tres Torres i Vallvidrera


"
https://live.staticflickr.com/7345/9119578546_918f6339a1.jpg,41.396215,2.146164,Sarrià-Sant Gervasi,"Sarrià, les Tres Torres i Vallvidrera


"
https://live.staticflickr.com/3808/9119579698_5d9e024ff7.jpg,41.396215,2.146164,Sarrià-Sant Gervasi,"Sarrià, les Tres Torres i Vallvidrera


"
https://live.staticflickr.com/7442/9119575136_f3b7b1b04d.jpg,41.379031,2.174868,Ciutat Vella,"el Raval
"
https://live.staticflickr.com/5509/9117344961_2cc9447a7f.jpg,41.396215,2.146164,Sarrià-Sant Gervasi,"Sarrià, les Tres Torres i Vallvidrera


"
https://live.staticflickr.com/8395/8676011066_bf34128d53.jpg,41.400923,2.167482,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/4001/4435301229_d9d8625fa1.jpg,41.41338,2.127227,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova i el Putget
https://live.staticflickr.com/4138/4877087446_d990f44be6.jpg,41.385719,2.170049,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/4135/4879571157_25bdaf7c84.jpg,41.385719,2.170049,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/7124/7542111570_d8ceb3f8f3.jpg,41.375727,2.177791,Ciutat Vella,"el Barri Gòtic
"
https://live.staticflickr.com/4135/4876533153_f1d610d238.jpg,41.387112,2.143707,Eixample,la Nova Esquerra de l'Eixample
https://live.staticflickr.com/4141/4879571263_3783a0c5de.jpg,41.388529,2.15744,Eixample,"l'Antiga Esquerra de l'Eixample
"
https://live.staticflickr.com/7269/7542689114_26959b104e.jpg,41.375101,2.168759,Ciutat Vella,"el Raval
"
https://live.staticflickr.com/8022/7542689300_aecfbc8a7d.jpg,41.372461,2.162235,Sants-Montjuïc,"el Poble Sec i Montjuïc

"
https://live.staticflickr.com/8018/7549101692_772f6d4e7b.jpg,41.371205,2.151678,Sants-Montjuïc,"el Poble Sec i Montjuïc

"
https://live.staticflickr.com/4141/4929739885_f092ac9818.jpg,41.387112,2.163276,Eixample,"l'Antiga Esquerra de l'Eixample
"
https://live.staticflickr.com/4077/4929739871_e4ed6d2699.jpg,41.385719,2.170049,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/4109/4961128558_2218ac537b.jpg,41.383747,2.183167,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera
"
https://live.staticflickr.com/7783/27193114806_185829bffd.jpg,41.381316,2.180142,Ciutat Vella,"el Barri Gòtic
"
https://live.staticflickr.com/3400/3607326321_805f8fa031.jpg,41.388424,2.16952,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/3393/3608158212_e7360e3046.jpg,41.388424,2.16952,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/2444/3607350155_352b4d50b6.jpg,41.39011,2.167536,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/65535/48722311476_0877b90b31.jpg,41.393217,2.14429,Sarrià-Sant Gervasi,"Sarrià, les Tres Torres i Vallvidrera


"
https://live.staticflickr.com/7569/15722448153_e84f275676.jpg,41.381749,2.172598,Ciutat Vella,"el Raval
"
https://live.staticflickr.com/8366/8509021643_cae8b9ff8c.jpg,41.416244,2.130832,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova i el Putget
https://live.staticflickr.com/3065/2618323000_414ec808df.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3078/2618183532_6814848148.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3047/2618375606_b3b9cb2544.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3009/2618287468_3d158eec45.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/2205/1560371546_f72c0de574.jpg,41.391652,2.165079,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/3041/2617550443_4e9e69f0ef.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3237/2618311534_802327cfa3.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3086/2617536099_288da8b91d.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3017/2617470067_d20ed07344.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3168/2617437275_4993a949d5.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3233/2618217672_5ae5a9d0ce.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3221/2618305136_c8fcc07a7b.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3230/2617579633_d9f2c9c58a.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3028/2618210470_dab51c3241.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3126/2617566493_5f7c69bf36.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3291/2618410454_7fb91dd3d8.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3165/2618346214_4e58abd6cc.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3272/2618284700_32f5d45804.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/4065/4596233290_50e2115022.jpg,41.406685,2.184219,Sant Martí,"el Clot i el Camp de l'Arpa

"
https://live.staticflickr.com/2121/1560453046_4c74ab27fa.jpg,41.403515,2.172245,Eixample,la Sagrada Família
https://live.staticflickr.com/3279/2617550867_6f53db7f1d.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/7244/7321011514_cc99f296c1.jpg,41.406428,2.216516,Sant Martí,"el Poblenou i Diagonal Mar

"
https://live.staticflickr.com/3199/2617492931_4e0a3541ab.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3112/2618374758_23d2280c1a.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3059/2618362448_71a9f122b3.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3219/2617588635_eb98a74cd4.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3635/3410103595_30155fa02a.jpg,41.4017,2.156619,Gràcia,"la Vila de Gràcia
"
https://live.staticflickr.com/2328/1559698803_32e4b82e0c.jpg,41.403515,2.172245,Eixample,la Sagrada Família
https://live.staticflickr.com/3079/2618290372_f1293311cd.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3087/2618327338_97c5fa4678.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3165/2618356198_d54552e4f5.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3068/2618264684_27f04bcf29.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3044/2617388527_ff76d2ed72.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3125/2618304544_45e646af33.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3226/2618248270_436134cd63.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/7100/7321015890_83d64fa815.jpg,41.412688,2.219048,Sant Martí,"el Besòs, el Maresme i Provençals

"
https://live.staticflickr.com/3812/10955824963_6a0147939c.jpg,41.403853,2.17422,Eixample,la Sagrada Família
https://live.staticflickr.com/3223/2617506603_b3004e4537.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3113/2618256986_391fcd41bb.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3160/2618364954_9c4cf9b8d0.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3123/2617501735_7080a9631f.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3100/2617490381_7c40f41389.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3198/2618357050_18f3de38f5.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3181/2617531141_92f1efa927.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/1143/899358440_5ec6555fcd.jpg,41.383264,2.176837,Ciutat Vella,"el Barri Gòtic
"
https://live.staticflickr.com/2305/1560420952_a1b79170a0.jpg,41.403515,2.172245,Eixample,la Sagrada Família
https://live.staticflickr.com/3188/2617361139_b5c29394dd.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3152/2617577917_be679883fb.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3133/2618411160_903c7e26e5.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/2340/1559482789_410bf4b68b.jpg,41.403595,2.189841,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3270/2618305784_5a87fb012f.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3144/2618376790_51232fe92f.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3220/2618258576_35d43afae9.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3189/2618314840_16cd25fc43.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/7245/7309306160_0182d9544a.jpg,41.407021,2.214615,Sant Martí,"el Poblenou i Diagonal Mar

"
https://live.staticflickr.com/3071/2617494423_75e2e75b12.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3246/2617395823_8bd3b207ca.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3289/2617577589_f62a6c2140.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3162/2618306854_63e0433c2f.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/2374/2618316538_9c620c6ffc.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3210/2617469891_8a8756e528.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3245/2617465121_3468b03b37.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/2297/1560404516_5901b0e9ff.jpg,41.390605,2.167096,Eixample,"la Dreta de l'Eixample
"
https://live.staticflickr.com/2038/2618354408_153ae9a981.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3099/2617430249_696b1d8a90.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3004/2618313412_8016d9439c.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3077/2618357628_6ea2145f9e.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3088/2617544927_b6f54e20e3.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
https://live.staticflickr.com/3006/2617397209_029f72ea70.jpg,41.403788,2.186279,Sant Martí,"el Parc, la Llacuna i la Vila Olímpica

"
